Sent	NegAdj	Noun	Adj	Fq	AdjFq
POS	A	Slovák	hluboký	110	16.830918445561
NEG	A	Kazachstán	slabý	68	21.1553300364039
POS	A	Vietnamec	svatý	87	11.7841017451424
POS	A	Itálie	luxusní	370	67.7623593706308
POS	A	Bulhar	rád	88	20.9229976235781
POS	A	Polák	přátelský	171	36.0657210458702
POS	A	Francie	zvědavý	92	11.9300970237718
NEG	A	Čech	bolavý	105	18.5451068252929
POS	A	Holanďan	tradiční	102	19.5346023518236
POS	N	Německo	kvalifikovaný	69	10.3574382166462
NEG	A	Vietnamec	padělaný	126	24.169625011756
POS	A	Ital	obranný	91	18.5311609279953
POS	A	Češka	prestižní	265	61.0314853540033
POS	A	Mongol	tradiční	68	12.4009617262557
NEG	A	Rakousko	přísný	418	70.6880242245262
POS	A	Itálie	možný	1372	218.601677180397
NEG	A	Čína	rozdělený	92	23.4762209295495
NEG	A	Polsko	takzvaný	877	134.788048021662
NEG	A	Rus	sporný	93	14.7669626051237
POS	A	Němec	střízlivý	54	19.6131956471097
POS	A	Slovensko	stabilizovaný	72	14.1520584024292
POS	A	Vietnam	kvalifikovaný	52	10.182971970569
NEG	A	Itálie	rozdělený	68	18.419150141631
POS	A	Angličan	jistý	208	72.9648356247135
NEG	A	Polák	prázdný	207	35.7221254589698
POS	A	Rusko	hrdý	208	43.9635489345227
NEG	A	Ukrajina	obyčejný	94	15.4676082249494
POS	A	Vietnamec	úspěšný	70	17.9323743493013
POS	A	Ital	výborný	343	82.8449070901028
NEG	A	Čech	odlišný	546	103.266536580402
POS	A	Polák	vhodný	172	16.8152086003486
POS	A	Ukrajinka	krásný	39	12.9551448551449
POS	A	Čína	vhodný	352	57.9273981687371
POS	A	Francie	schopný	873	137.37005751431
NEG	A	Němec	podivný	220	33.7694909279215
POS	A	Polsko	předběžný	213	28.427844946659
POS	A	Francie	předběžný	228	30.916764616505
POS	N	Rusko	spolehlivý	91	22.3053190851477
POS	A	Němec	upřímný	88	14.6354919157695
POS	A	Rumun	přátelský	38	10.6506665748045
POS	A	Rakušan	zkušený	219	89.168650918473
POS	A	Italka	zkušený	83	58.371442347617
POS	A	Rusko	zázračný	90	16.6543343198741
POS	A	Čech	štíhlý	54	12.2419173676855
NEG	A	Američan	povrchní	49	14.8366386666309
POS	A	Maďar	pravý	95	23.49785428552
NEG	A	Němec	poškozený	282	78.1832677265369
POS	A	Francie	ideální	313	51.4966416767023
POS	A	Rusko	pravý	704	116.923347949212
POS	A	Rusko	nadějný	193	36.1672377376103
POS/NEG	A	Rumunsko	obrovský	188	35.9769778095776
NEG	A	Itálie	divoký	318	61.2993499258958
POS	A	Rus	obranný	245	43.7534082340224
POS	A	Polsko	hezký	165	27.3058817805123
NEG	A	Čech	extrémní	245	42.1358593531621
NEG	A	Francie	vyčerpaný	49	13.4678115118126
NEG	A	Francouz	ostrý	140	25.8467667349051
NEG	A	Čech	přísný	463	85.6643892256525
NEG	A	Čech	pohanský	56	15.1346909863891
POS	A	Polsko	příjemný	242	28.8530087968197
NEG	A	Němec	protivný	26	12.4061438561439
POS	A	Čína	lákavý	103	19.6936299073276
POS	A	Italka	vynikající	42	11.2523737373737
NEG	A	Brit	údajný	109	22.3820289906575
NEG	A	Maďar	špatný	339	60.2240869124013
POS	A	Američan	užitečný	141	21.3603088726208
POS	A	Rakušan	skutečný	84	13.3267443231649
POS	A	Slovensko	stabilní	479	100.140552892126
NEG	A	Čech	slabý	1129	239.146499980048
POS	A	Německo	doporučený	116	16.5544378958074
POS	A	Angličan	statečný	49	13.8091850924763
NEG	A	Američan	podivný	155	25.8887146839257
POS	A	Nizozemsko	zkušený	165	26.8064491076885
POS	A	Němec	hrdý	297	81.4334540861702
NEG	N	Rakousko	omezený	80	10.888241266956
POS	A	Slovenka	rád	129	23.3153477021692
POS	A	Rakousko	věrný	111	24.1639705367616
NEG	A	Rom	obžalovaný	393	105.651035579189
NEG	A	Číňan	obyčejný	226	184.502993831074
POS	A	Američan	úctyhodný	70	14.142316400399
POS	A	Rusko	upřímný	102	13.3727349336326
POS	A	Rakousko	otevřený	682	123.069503755525
NEG	A	Vietnamec	rasistický	52	10.4260681890477
NEG	A	Polsko	pouhý	513	83.5637021834593
POS	A	Ital	neuvěřitelný	84	15.8730464673912
POS	A	Polsko	připomínající	75	10.0177678087714
POS	A	Bulharsko	výborný	94	13.4747360705211
NEG	A	Čech	zlý	614	171.244044354856
NEG	A	Francouz	divoký	168	30.3754999927854
POS	A	Slovensko	dokonalý	116	15.8002820253142
POS	A	Slovák	rozsáhlý	99	12.0320136861505
NEG	A	Čech	nakažený	110	62.3983805701474
NEG	N	Polsko	závislý	684	231.219189139208
POS	A	Čech	úchvatný	66	10.6868299817709
POS	A	Američan	fantastický	133	22.6768250992965
POS	A	Rus	bohatý	2370	1911.7638516836
POS	N	Čína	možný	109	18.5086536035507
POS	A	Vietnam	otevřený	68	10.4836327964781
NEG	A	Maďarsko	rozdělený	63	17.7082678515105
POS	A	Slovák	spolehlivý	44	11.6625139972906
POS	A	Německo	vynikající	827	126.650242369634
NEG	A	Němec	původní	1356	211.103013186598
POS	A	Kazachstán	tradiční	82	11.0508686491151
NEG	A	Čech	poslední	15876	3496.97532804822
POS	A	Slovák	jednoduchý	213	36.3779531421326
POS	A	Francie	rozsáhlý	807	137.668868554266
POS	A	Čína	zábavní	164	30.5189563199937
POS	A	Češka	jistý	244	63.9707212016517
NEG	A	Rus	falešný	92	15.8221889323487
NEG	A	Čech	bojovný	171	38.2485112546469
POS	A	Rakousko	věnovaný	134	22.1901662034062
POS	A	Němec	důvěřivý	30	18.1588013838014
POS	A	Čech	možný	3075	454.434988970985
POS	A	Rakousko	rozhodující	313	48.359276265554
NEG	A	Američan	komplikovaný	84	14.6922292281046
POS	A	Německo	úžasný	261	39.1563170198539
POS	A	Číňan	zkušený	47	12.445310262319
POS	A	Německo	opravdový	281	41.2789971628201
NEG	A	Američan	zklamaný	156	46.6759481483063
POS	A	Rusko	prestižní	694	102.592707388441
POS	N	Číňan	rád	26	10.9943833943834
POS	A	Rusko	originální	130	16.9003899277772
NEG	A	Slovensko	jednostranný	196	34.571615861817
POS	A	Francouz	ochotný	197	52.8919707478733
POS	A	Polák	pevný	182	31.8155166205494
POS	A	Maďarsko	špičkový	260	34.4655839659797
POS	A	Rumunsko	jednoduchý	82	12.7777523091203
POS	A	Polsko	slavný	553	80.1491334420524
NEG	A	Čech	propagační	91	11.5756923830744
POS	A	Čína	výnosný	59	11.2766632640354
POS	A	Američan	aktivní	331	64.2040223525276
NEG	A	Německo	napjatý	209	44.2446509899609
NEG	A	Německo	hořký	127	17.9050309015897
NEG	A	Čína	údajný	213	38.7753496922071
NEG	A	Německo	komplikovaný	248	41.0552109042912
NEG	A	Vietnam	těžký	155	24.3663894284491
POS	A	Rusko	jednotný	3754	3006.04982838449
POS	A	Američan	upřímný	81	16.7530338450315
NEG	A	Brit	hloupý	44	15.5664434843948
POS	A	Rakousko	nadějný	102	13.9824003992324
POS	A	Itálie	šťastný	263	51.2244560896769
NEG	A	Čech	ironický	91	17.8736218659433
POS	A	Francie	požadovaný	68	12.4967402611672
POS	A	Ukrajina	předchozí	315	44.9708871451878
POS	N	Čína	vhodný	72	10.4163767400863
POS/NEG	A	Američanka	obrovský	96	16.3907848867205
NEG	A	Francie	tvrdý	928	149.731705890399
NEG	A	Ukrajinec	falešný	98	21.5877410793284
NEG	A	Češka	slabý	75	11.6887323453994
POS	A	Německo	rozhodující	1067	179.725749377713
POS	A	Angličanka	půvabný	27	21.3428571428571
NEG	A	Rumunsko	takzvaný	120	18.3504524316078
POS	A	Rom	základní	1191	167.898503362294
POS	A	Itálie	neuvěřitelný	162	22.8397396836916
POS	A	Německo	přesný	450	60.6543088378643
POS	A	Vietnamec	schopný	95	19.2927713559376
POS	A	Brit	skvělý	257	51.8571913404543
NEG	A	Čech	fašistický	106	13.2204826031246
NEG	A	Němec	kritický	401	55.9145064991801
NEG	A	Američan	silný	1967	398.289567492759
NEG	N	Ukrajina	závislý	735	300.252431806875
NEG	A	Němec	závislý	157	33.3766343724592
NEG	A	Rusko	směšný	73	12.7542212100458
POS	A	Rakušan	slušný	67	15.4148063621455
POS	A	Francie	spravedlivý	100	16.7154883999957
POS	A	Němec	milý	190	41.0681575550287
NEG	A	Vietnamec	údajný	60	13.798617450088
POS	A	Čech	vážený	209	35.1885966500464
POS	A	Cikán	tradiční	72	11.5588059585059
POS	A	Vietnam	krásný	139	28.4639549119253
NEG	A	Čína	šílený	64	12.0622330426039
POS	A	Ukrajina	slušný	97	14.1137986839933
POS/NEG	A	Francie	velký	36537	8404.66264045387
NEG	A	Brit	nízký	273	43.6082560933181
NEG	A	Slovensko	chybějící	113	16.0034751733425
POS	A	Ital	tradiční	284	49.3866186258109
NEG	A	Čína	problematický	139	25.1420346641763
POS	A	Bulharsko	pravý	74	13.9758566696073
POS	A	Nizozemsko	snadný	83	14.9024468144851
POS	A	Číňan	krásný	79	14.4693724691282
NEG	A	Německo	vyhlazovací	176	20.358620867976
POS	A	Polsko	solidární	91	37.0719467016729
NEG	A	Německo	stagnující	68	20.2345812775531
NEG	A	Polsko	zklamaný	60	11.2491392102933
POS	A	Itálie	výborný	573	99.6189870147656
NEG	A	Němec	unavený	93	26.6344987871487
NEG	A	Slovák	zásadní	153	24.2143342160465
NEG	A	Ital	hlučný	52	18.4012820252567
NEG	A	Francie	nízký	1589	246.282956740618
POS	A	Rusko	výborný	595	121.42277802995
POS	A	Rus	prestižní	187	26.7611645401367
POS	A	Rumunka	vítězný	68	32.6919361611228
POS	A	Francouz	fantastický	107	22.4033830731411
POS	A	Čech	kvalifikovaný	215	49.2937843572671
NEG	A	Čína	krutý	130	23.8385536008089
NEG	A	Francie	jednostranný	76	10.8309289515094
NEG	A	Češka	obézní	26	10.5198412698413
NEG	A	Čína	tajný	466	83.8978415078071
NEG	A	Američan	ztracený	162	33.222504676796
NEG	A	Bělorusko	poslední	1231	224.531274972032
POS	A	Rusko	hezký	178	37.8092077073877
POS	A	Němec	bezchybný	94	21.9648050716806
POS	A	Rusko	bezpečnostní	3305	516.85441423911
NEG	A	Rumunsko	divoký	126	29.431826349798
NEG	A	Rus	poražený	151	52.2166285980284
NEG	A	Rusko	zklamaný	143	25.6130437873952
POS	A	Rusko	civilizovaný	251	41.0953697019201
POS	A	Němec	hodný	272	98.5235938529401
POS	A	Slovenka	skvělý	79	16.7398822019002
POS	A	Francie	dobrý	9175	1553.62680701629
POS	A	Čína	spravedlivý	80	13.5107101159098
NEG	A	Francie	katastrofální	95	20.8867827334207
POS	A	Ital	rozhodující	220	40.6398746408735
POS	A	Romka	sociální	91	13.1675390873945
NEG	A	Bělorus	zraněný	35	12.580338992839
POS	A	Rakousko	bezpečnostní	715	92.6447548863453
NEG	A	Bulharsko	pouhý	104	21.1869775820411
POS	A	Němka	skvělý	129	22.9261760818898
POS	A	Ukrajinka	zkušený	37	18.02722179781
NEG	A	Čech	protivný	48	14.4586587217392
POS	A	Rakušan	mimořádný	54	10.0271818479778
NEG	A	Češka	nemocný	35	11.2871756313372
NEG	A	Američan	odsouzený	142	58.4249570815219
NEG	A	Polsko	komplikovaný	112	18.7830551680206
POS	A	Slovák	šťastný	188	45.4256309138199
NEG	A	Ukrajina	slabý	268	57.6859742240726
POS	A	Kazachstán	předchozí	61	11.2450973433172
POS	N	Američan	věřící	46	13.2580774946874
NEG	A	Rusko	temný	178	36.5510163098126
NEG	A	Číňan	tvrdý	136	23.4288374695975
POS	A	Čína	snadný	241	47.3346400686186
POS	A	Čech	chráněný	199	25.9182571895939
NEG	A	Čech	ostrý	543	90.5175294339288
NEG	A	Čech	zásadní	787	138.907523489544
POS	A	Rumun	slavný	59	23.3718227522931
NEG	A	Nizozemec	přísný	45	10.0776041352742
POS	A	Francouz	citlivý	78	20.7359872618387
NEG	A	Polsko	poražený	95	23.6073361227748
NEG	A	Čech	krajní	112	16.7145514140226
POS	A	Maďar	výborný	148	49.1201717316318
NEG	A	Francie	poškozený	67	10.1518890833002
POS	A	Čína	rád	1270	266.502598727593
NEG	A	Ukrajina	omezený	85	12.1849029454789
POS	A	Kurd	mírový	103	21.4904246580664
NEG	A	Vietnamec	poškozený	57	17.7763273791546
POS	A	Čína	věčný	83	13.0108560738055
NEG	A	Německo	kritický	681	101.224945354961
POS	A	Německo	nadšený	326	51.3705352624248
POS/NEG	A	Němec	drahý	559	97.4100579281173
NEG	A	Ital	tragický	61	12.1425984330809
NEG	A	Slovák	postižený	74	18.3855144043916
POS	A	Čech	napínavý	115	20.1820317886406
NEG	A	Němec	odlišný	370	54.450624088128
POS	A	Itálie	charitativní	62	10.6531679837714
NEG	A	Němec	ostrý	527	86.0255388740161
NEG	A	Němec	klíčový	842	150.040227738408
NEG	A	Čech	chybějící	114	25.4241943024194
POS	A	Čech	doporučený	112	15.0073090081614
POS	A	Rakušanka	slavný	20	10.8793825026023
POS/NEG	A	Polák	obrovský	456	84.7505239380872
POS	A	Čech	obranný	429	72.0859219204489
NEG	A	Itálie	složitý	268	44.223158177892
NEG	A	Itálie	zásadní	228	32.9396760720031
NEG	A	Francouz	radikální	94	19.6881422574125
POS	A	Polka	zkušený	39	22.4570984570985
POS	A	Čech	moudrý	132	34.4163962922083
POS	A	Rus	duchovní	75	12.6331436412107
NEG	A	Rakousko	teroristický	79	10.9936195619877
POS	A	Čech	brilantní	89	22.1738318981563
NEG	A	Číňan	posedlý	34	14.366321059209
NEG	A	Slovensko	korupční	130	24.3752858598593
POS	A	Rakousko	zvýšený	228	29.2031370029978
NEG	A	Němec	opuštěný	248	67.5445578661853
POS	A	Němka	šťastný	65	16.7446175945787
POS	A	Číňanka	bohatý	50	27.9304846916901
NEG	A	Ukrajinec	drtivý	63	14.0691878667712
NEG	A	Francouz	obtížný	95	13.1028697391067
POS	A	Francie	příjemný	390	55.8910232404253
POS	A	Maďar	vítězný	208	105.975018792485
NEG	A	Čech	hnusný	45	10.8267705025327
NEG	A	Německo	takzvaný	2133	338.946005271506
POS	A	Maďarsko	prestižní	324	37.7703741334756
POS	A	Rusko	pravdivý	97	13.4103766318953
POS	A	Kazach	vítězný	41	20.0483657059315
POS	A	Britka	krásný	57	35.2420907309065
POS/NEG	A	Francouz	drahý	227	39.2796477219258
NEG	A	Rom	údajný	443	101.177602633855
POS	A	Itálie	stabilní	164	26.3455559154233
POS	A	Američan	jednoduchý	435	71.1121936576256
NEG	A	Maďarka	silný	75	28.8790741455243
NEG	A	Slovák	odlišný	119	19.6839953122405
POS	A	Rakušan	senzační	40	10.9108030084909
POS	A	Brit	prestižní	302	83.9536186349796
NEG	A	Rus	krutý	144	22.8078926403577
NEG	A	Američan	rozčarovaný	17	11.0178571428571
POS/NEG	A	Polsko	důležitý	2507	426.635787069391
NEG	A	Slovensko	tragický	315	53.9285062876963
POS	A	Německo	svatý	1084	152.491034984127
NEG	A	Francouz	takzvaný	155	23.0309174604438
POS	A	Rus	výjimečný	80	17.7523301548273
NEG	A	Ukrajina	falešný	109	17.0330721433081
POS	A	Itálie	lákavý	84	14.6889619297603
POS	A	Čína	schopný	862	158.218929663116
NEG	A	Američan	ničivý	109	15.5523580311967
POS	A	Čína	reálný	318	51.5946003155473
NEG	A	Rakousko	ostrý	318	53.8344286600541
NEG	A	Slovák	těžký	798	144.772345459965
POS	A	Francouz	bezchybný	60	24.4448444529327
POS	A	Itálie	fantastický	129	23.4507168298924
POS	A	Ital	věrný	54	11.7784293177246
POS	A	Čína	základní	970	140.826558731692
POS	N	Francie	příznivý	125	19.0270628421828
POS	N	Nizozemsko	příjemný	80	12.1781637357362
POS	A	Čech	zářivý	78	13.3557758539874
NEG	A	Slovensko	silný	3469	621.354863724798
POS	A	Polsko	nadšený	121	20.4975675559449
NEG	A	Brit	slabý	106	23.1597046732148
POS	A	Ital	úžasný	78	15.54698984326
POS	N	Němec	rád	196	48.8230687712811
POS	A	Rus	luxusní	252	42.6296834832888
POS/NEG	A	Rumunsko	velký	4204	855.43489742332
NEG	A	Nizozemsko	ostrý	106	15.685837688951
POS	A	Němec	lákavý	76	13.1350381035635
POS	A	Francouz	vášnivý	69	16.6679763819386
POS	A	Ukrajina	mohutný	72	13.5602732331853
POS	A	Američan	šťastný	367	87.7293715234659
NEG	A	Brit	těžký	549	95.5054625920937
POS	N	Nizozemsko	úspěšný	89	14.44789441878
POS	A	Maďar	krásný	65	13.7411419256413
NEG	A	Němec	falešný	266	48.8208963703522
POS	N	Rusko	možný	239	40.3572521111854
POS	N	Rakousko	úspěšný	95	13.5589139662571
POS	N	Němec	úspěšný	194	32.6968841396513
NEG	A	Polsko	zásadní	560	90.8141283159135
NEG	A	Slovák	zvláštní	236	32.3180921268945
NEG	A	Bělorusko	špatný	218	33.3115975506469
NEG	A	Čech	padělaný	62	13.5302879222709
NEG	A	Slovák	hloupý	60	18.5382764640888
POS	A	Maďar	výhodný	73	10.9803606448687
NEG	A	Vietnam	špatný	235	40.6697105121946
POS	A	Polsko	úžasný	117	20.8901117189128
POS	A	Bulharsko	bohatý	154	21.9824733692082
POS	A	Kurd	možný	114	17.4357449274567
NEG	A	Američan	nakažený	65	45.5831029837609
NEG	A	Německo	katastrofální	220	41.0105961016615
POS	A	Italka	hezký	38	20.504632034632
POS/NEG	A	Polka	velký	306	51.4922869677231
NEG	A	Ukrajina	obtížný	130	19.1472910927122
NEG	A	Rakousko	postižený	383	60.6810900550969
POS	A	Rusko	pěkný	180	28.7395045471859
NEG	A	Slovensko	nemocný	241	39.0977200084309
POS	A	Slovensko	aktivní	759	144.722527070355
POS	A	Francie	otevřený	646	104.051960697886
POS	N	Německo	tradiční	202	28.0180545434523
NEG	A	Německo	oslabený	127	34.8155854119317
POS	A	Čech	prospěšný	220	42.6000192474335
POS	A	Němka	výborný	91	26.7971686144217
POS	A	Němec	napínavý	81	11.475484765472
POS	A	Ital	slušný	77	20.014889870335
POS	A	Italka	rád	83	14.1985432251704
POS	A	Němec	spravedlivý	410	82.5881376910064
NEG	A	Američan	blbý	45	14.7399500861457
NEG	A	Ukrajina	klíčový	643	127.884655999471
POS	A	Rusko	získaný	203	31.5663010906006
POS	A	Rakousko	krásný	741	136.566499471924
NEG	A	Rumunsko	dramatický	84	13.4084570610069
POS	A	Itálie	úspěšný	1399	231.372909800582
POS	A	Itálie	hrdý	100	16.4712602411822
POS	A	Němec	famózní	58	16.8117073277122
NEG	A	Francouz	extravagantní	17	12.7551337551338
NEG	A	Čína	izolovaný	73	16.1571403685181
POS	A	Číňan	luxusní	198	40.3597065025282
POS	A	Američan	možný	1689	248.573677846809
POS	A	Rakousko	prestižní	613	83.7233308275013
POS	A	Itálie	svatý	561	75.8478131736419
POS	A	Slovensko	schválený	136	21.0022815812177
NEG	A	Angličan	tvrdý	84	15.6292407266435
POS/NEG	A	Itálie	velký	21781	4516.1020964939
POS	A	Francouz	věrný	62	14.6075695746255
POS	A	Číňan	dobrý	1088	214.071190022705
POS	A	Maďarsko	šťastný	103	16.7536447484977
POS/NEG	A	Nizozemec	důležitý	152	28.1984587320387
POS	A	Bělorusko	významný	125	19.2006503544146
POS	A	Rusko	mocný	914	250.913341613946
POS	A	Francie	napínavý	67	12.6400736664386
NEG	A	Němec	nenávistný	83	13.89408095728
POS	A	Polsko	jednotný	284	40.196149815085
NEG	A	Ital	zoufalý	40	13.1773268268529
NEG	A	Francie	závislý	176	27.9542259230584
NEG	A	Ital	těžký	724	121.485494456281
NEG	A	Německo	bolestný	103	17.7572562678697
POS	A	Polsko	stabilní	305	59.2637109657999
POS	A	Rus	příjemný	108	22.6524941043488
NEG	A	Rom	složitý	213	34.3607166467038
NEG	A	Rus	tajný	541	91.5162492209115
POS	A	Itálie	originální	163	24.9521328035742
POS	A	Slovensko	zábavní	88	11.4409237565385
NEG	A	Čína	brutální	114	19.7005524893884
POS	A	Rusko	bohatý	2146	551.09995972274
POS	A	Bulharsko	tradiční	286	43.71666315357
NEG	A	Čech	nervózní	236	48.9159440817236
NEG	A	Čína	jednostranný	95	12.662138266488
NEG	A	Ruska	poslední	519	89.2659399380214
NEG	A	Francie	nesmyslný	88	11.0671562883456
POS	A	Slovenka	krásný	211	124.384605848944
NEG	A	Německo	přehnaný	159	19.7198579346432
NEG	A	Ital	válečný	117	15.4578582347105
POS	A	Čech	super	335	56.2963892858573
NEG	A	Slovák	obyčejný	132	61.8074820438943
NEG	A	Čech	napjatý	103	18.4073889915212
POS/NEG	A	Bělorusko	velký	1670	264.39336981903
POS	A	Německo	důvěryhodný	101	17.1933993628412
NEG	A	Německo	nervózní	114	23.2427975366085
NEG	A	Rusko	klíčový	2312	439.981181808237
POS	A	Vietnam	mohutný	55	13.001956785045
POS	A	Angličan	tradiční	143	25.8885381371443
NEG	A	Romka	silný	33	12.5437146187146
POS	A	Německo	kladný	203	34.2196417338765
NEG	A	Nizozemec	silný	355	109.080010138466
NEG	A	Němec	hrozný	226	33.6003375076631
POS	A	Číňan	vynikající	47	13.5634771904065
POS	A	Maďar	skutečný	87	11.8859802236051
NEG	A	Rakousko	takzvaný	905	134.78086840281
POS	A	Ital	špičkový	146	25.2486505616527
POS	A	Rakousko	výborný	430	72.7832032315604
POS	A	Čech	jasný	2546	500.937282390763
NEG	A	Bělorus	silný	100	20.5987647501783
POS	A	Čech	senzační	229	45.0829386605963
POS	A	Čína	originální	164	27.4923765216737
POS/NEG	A	Rusko	strašný	167	35.542473674275
NEG	A	Němec	nemocný	217	65.2456078284127
NEG	A	Češka	špatný	334	53.450709110193
POS	A	Itálie	opravdový	161	36.4561609086069
POS/NEG	A	Rakušan	drahý	125	25.2684597864249
POS/NEG	A	Ital	důležitý	423	67.6282396918111
NEG	A	Rom	odlišný	297	52.3830867891484
NEG	A	Nizozemsko	podezřelý	208	30.8500506383225
NEG	N	Češka	obyčejný	47	46.0333333333333
NEG	A	Ruska	těžký	116	16.1013660424889
NEG	A	Rom	drtivý	274	72.9125642556111
POS	A	Rakousko	slavný	700	105.364882431436
POS	A	Američan	mocný	205	40.8128410037347
POS	A	Slovensko	pozoruhodný	230	39.0516814424817
POS	A	Američan	odvážný	145	38.9413044188354
POS	A	Němka	jistý	132	42.1381323819404
POS	A	Slovák	přesný	176	37.6408216925422
POS	A	Čína	vzdělávací	71	10.8301907718998
POS	A	Německo	ochranný	340	46.5993792582558
POS	A	Rus	ideální	97	16.6403049827899
POS/NEG	A	Polsko	drahý	641	115.884456501685
NEG	A	Čech	poražený	382	85.4138383158859
POS	A	Rusko	famózní	53	11.1291885891886
NEG	A	Čech	rozpačitý	95	17.8248471248956
POS	A	Rusko	dobrý	10827	1986.71048682607
POS	A	Rakousko	nádherný	204	36.5683739003815
NEG	A	Itálie	rizikový	120	18.2207916156148
POS	A	Čech	optimistický	302	68.0077060686023
POS	N	Čína	příjemný	162	28.6996281815495
POS	A	Američan	spravedlivý	144	22.4333247473645
POS	A	Češka	skutečný	69	13.7192356364618
POS	A	Slovensko	skutečný	655	107.509019972081
NEG	A	Němec	radikální	299	58.2676324568689
POS	A	Čech	stabilní	308	53.0862457869339
POS	A	Američanka	krásný	202	84.0464697763069
POS	A	Rusko	spravedlivý	767	473.669827668633
POS	A	Rus	krásný	221	36.2684205385603
NEG	A	Rusko	brutální	205	31.5997661221681
NEG	A	Ukrajinec	podezřelý	279	119.137885179507
POS	A	Američanka	hezký	48	10.9983138571954
POS	A	Angličanka	krásný	68	30.8976963736967
NEG	A	Slovák	ztracený	55	10.2113316853812
NEG	N	Itálie	závislý	178	27.9050473551086
NEG	A	Čech	silný	3983	852.883492287572
NEG	A	Američanka	obyčejný	28	14.3550543900544
NEG	A	Rakušanka	pouhý	68	12.6975695443188
NEG	A	Maďar	obyčejný	43	28.4955479161362
POS	A	Ukrajina	obranný	113	18.9901058343622
POS	A	Polsko	čestný	198	34.2877791987491
POS	A	Němka	předchozí	78	13.0275122694182
POS	A	Itálie	pěkný	242	55.6043365795595
NEG	A	Němka	slabý	50	11.8208826159312
POS	A	Francie	vhodný	352	50.0637494040398
POS	A	Slovensko	boží	87	11.4883128016604
NEG	A	Angličan	slabý	62	13.4211951166933
NEG	A	Čech	podivný	257	45.4043355685289
POS	A	Ital	sociální	106	14.3831790755922
NEG	A	Polák	silný	995	201.043544596915
POS	A	Čína	možný	1928	332.58388814324
NEG	A	Bulharsko	těžký	264	43.898366184379
NEG	A	Rus	teroristický	166	21.7194607379401
POS	A	Čína	hezký	95	13.80904662079
POS	A	Itálie	mimořádný	298	43.6600209381743
POS	A	Čech	upřímný	227	64.1821010394649
NEG	A	Rakousko	rozdělený	92	18.8119960534123
POS	A	Nizozemec	jasný	173	32.6282295950622
POS	A	Rusko	schválený	132	17.2967877989521
POS	A	Maďarka	krásný	32	17.2646177494004
POS	A	Itálie	jasný	727	115.213450190498
POS	A	Rus	chytrý	85	17.8767039502147
POS	A	Američan	přátelský	236	55.8070539739125
NEG	A	Itálie	nízký	1085	170.066069047021
NEG	A	Francie	tajný	695	111.325628173702
POS	A	Rakušan	zajímavý	205	33.3578655041069
POS	A	Rusko	vhodný	537	83.1519265211459
POS	A	Čech	definitivní	226	42.8156370097413
POS	A	Němec	vyrovnávací	85	16.9974735288376
POS	A	Ital	pravý	332	100.994121305738
POS	A	Američanka	hrdý	36	10.4098216111374
NEG	A	Německo	špatný	3392	548.462239385979
NEG	A	Itálie	krizový	76	10.5880653968626
POS	A	Francie	příznivý	289	47.2202109349313
POS	A	Německo	vtipný	83	12.3502294970226
POS	A	Slovák	upřímný	60	11.472072824531
POS	A	Němec	výborný	945	224.698217289991
POS	A	Slovensko	mistrovský	658	109.82284122016
POS/NEG	A	Slovák	velký	6497	1259.34144096102
POS	A	Ital	vynikající	274	67.9291980874301
NEG	A	Polák	anarchistický	118	29.0828688151198
POS	A	Brit	jednoduchý	103	19.4601577216222
POS/NEG	A	Bulharsko	vážný	129	22.0412706081279
NEG	A	Ukrajina	kritický	173	29.7390040757217
POS	A	Maďarsko	jasný	448	63.0852540504864
POS	A	Francie	úžasný	271	44.6299210585825
POS	A	Maďar	tradiční	121	22.3605991478812
POS	A	Německo	úspěšný	3224	566.940105235851
POS	A	Češka	statečný	23	12.5579276717435
POS	A	Ital	zamilovaný	22	12.5135281385281
POS	A	Rusko	střízlivý	67	14.9730570687769
NEG	A	Německo	posedlý	40	11.370542238643
POS	A	Ital	vítězný	801	468.005736742482
NEG	A	Čína	silný	2694	581.977155879192
POS	A	Rus	hodný	75	20.0829970617486
NEG	A	Rom	zoufalý	98	22.0198987962197
NEG	A	Rom	nepřátelský	71	15.764120843843
NEG	A	Rumunsko	nízký	513	76.7724789188237
POS	A	Maďarsko	možný	1028	140.078601190711
POS	A	Ukrajinec	slavný	79	38.1560675925382
POS	A	Maďarka	dobrý	324	71.2175709029608
POS	A	Polák	získaný	60	11.5614886737337
POS	A	Ukrajina	jasný	773	130.315371622369
NEG	A	Holanďan	těžký	96	16.1826880212895
POS	A	Rus	výhodný	140	33.4104634404977
NEG	A	Maďarsko	ostrý	196	36.0986178230124
NEG	A	Francie	válečný	1296	218.839725876305
POS	A	Němec	luxusní	255	47.1626390794005
NEG	A	Slovensko	ostrý	472	80.5010778024204
POS	A	Rusko	skutečný	1176	223.640877551385
NEG	A	Ital	silný	943	225.967581690193
NEG	A	Čína	obtížný	229	38.752113619396
POS	A	Francie	zamilovaný	95	17.6794657071152
POS	A	Čína	prestižní	374	56.8648362211686
NEG	A	Čech	nemocný	394	132.20502254713
POS	A	Němec	informovaný	55	10.0249106173485
POS	A	Čech	přínosný	78	11.9449897936601
NEG	A	Maďarsko	zraněný	98	18.3488862139809
NEG	A	Brit	ostrý	81	14.9445924848111
POS	A	Rusko	schopný	1989	376.487570592319
